,flag_forest500,forest500_total_score,permid
2775,,,4297288103
2776,,,5044250385
2777,,,4295901424
2778,,,4295904898
2779,,,4295904901
2780,1.0,22.536,4295908680
2781,,,5044027756
2782,,,4295863394
2783,,,4297906412
2784,,,4295904946
2785,,,4297157941
2786,,,4295915088
2787,,,5001181437
2788,,,5001158057
2789,,,4295912294
2790,,,4295905048
2791,,,4297089638
2792,,,4295905063
2793,,,5079228126
2794,,,4295905064
2795,,,5000684484
2796,,,5033074099
2797,,,4295905105
2798,,,4295913094
2799,,,4295904877
2800,1.0,3.225,4295903505
2801,,,4298095779
2802,,,4295912310
2803,,,5000054762
2804,1.0,34.375,4295905197
2805,,,4295905198
2806,,,4295908715
2807,,,5037318614
2808,,,4295907347
2809,,,4295905346
2810,1.0,18.667,5043951500
2811,,,4295908449
2812,,,4295900037
2813,,,4295905337
2814,,,4295905343
2815,,,4295906086
2816,,,5051778285
2817,,,4295908523
2818,,,4295903020
2819,,,5041798671
2820,,,4295889096
2821,,,4298016482
2822,,,4295888496
2823,,,4295889091
2824,,,4295888607
2825,,,4295888400
2826,,,4295888393
2827,,,4295888517
2828,,,5071525610
2829,,,5066538343
2830,,,5081150958
